               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.018682,            0.010357,           0.0028981,              0.9545,             0.95566,             0.97194,             0.84943,             0.01249,            0.002895,          7.9935e-05,             0.00241,             0.00241,             0.00241
                 117,            0.017933,            0.010319,           0.0029036,             0.95458,             0.95501,             0.97202,             0.84975,            0.012473,           0.0028936,          7.8948e-05,            0.002344,            0.002344,            0.002344
                 118,            0.018248,            0.010257,           0.0027266,             0.95454,             0.95464,             0.97203,             0.85016,            0.012455,           0.0028926,          7.8077e-05,            0.002278,            0.002278,            0.002278
                 119,             0.01791,            0.010152,           0.0028227,             0.95527,             0.95549,             0.97273,             0.85079,            0.012439,           0.0028876,          7.7236e-05,            0.002212,            0.002212,            0.002212
                 120,            0.018216,            0.010092,            0.002373,             0.95432,             0.95619,             0.97298,             0.85103,            0.012425,           0.0028839,          7.6285e-05,            0.002146,            0.002146,            0.002146
                 121,            0.018206,            0.010085,           0.0025736,             0.95509,             0.95656,             0.97314,             0.85118,            0.012411,           0.0028824,          7.5221e-05,             0.00208,             0.00208,             0.00208
                 122,            0.017358,            0.010121,           0.0026143,             0.95452,             0.95681,             0.97313,             0.85091,            0.012393,           0.0028823,          7.4305e-05,            0.002014,            0.002014,            0.002014
                 123,            0.017172,            0.010024,           0.0024246,             0.95387,             0.95761,             0.97314,             0.85111,            0.012374,           0.0028799,          7.3244e-05,            0.001948,            0.001948,            0.001948
                 124,            0.017591,            0.010017,           0.0026576,             0.95411,             0.95756,             0.97332,             0.85162,            0.012358,           0.0028785,          7.2168e-05,            0.001882,            0.001882,            0.001882
                 125,            0.017644,           0.0099615,           0.0026359,             0.95416,             0.95793,             0.97394,             0.85213,            0.012338,           0.0028777,          7.1328e-05,            0.001816,            0.001816,            0.001816
                 126,            0.017649,            0.010024,           0.0026519,             0.95391,             0.95832,             0.97433,              0.8527,            0.012317,           0.0028756,          7.0336e-05,             0.00175,             0.00175,             0.00175
                 127,             0.01705,           0.0099782,           0.0024284,             0.95307,              0.9585,             0.97437,             0.85336,            0.012295,           0.0028726,          6.9262e-05,            0.001684,            0.001684,            0.001684
                 128,            0.016605,            0.009869,           0.0023187,             0.95269,             0.95873,             0.97438,             0.85381,            0.012278,           0.0028703,          6.8282e-05,            0.001618,            0.001618,            0.001618
                 129,            0.016886,           0.0098979,           0.0024485,             0.95183,             0.95932,             0.97439,               0.854,             0.01226,           0.0028696,          6.7223e-05,            0.001552,            0.001552,            0.001552
                 130,             0.01637,           0.0098573,           0.0023891,              0.9513,              0.9594,             0.97443,             0.85421,            0.012242,           0.0028663,          6.6356e-05,            0.001486,            0.001486,            0.001486
                 131,            0.017296,           0.0098169,           0.0023104,             0.95124,             0.95975,              0.9745,             0.85456,            0.012225,           0.0028646,          6.5354e-05,             0.00142,             0.00142,             0.00142
                 132,            0.016305,           0.0098116,           0.0025601,              0.9511,             0.95945,             0.97454,             0.85516,            0.012203,            0.002862,          6.4444e-05,            0.001354,            0.001354,            0.001354
                 133,            0.016685,           0.0097361,           0.0024892,             0.95104,             0.95951,             0.97456,             0.85583,            0.012186,           0.0028588,          6.3438e-05,            0.001288,            0.001288,            0.001288
                 134,            0.016765,           0.0096417,           0.0021427,             0.95064,             0.95929,             0.97435,             0.85577,            0.012167,           0.0028563,          6.2443e-05,            0.001222,            0.001222,            0.001222
                 135,             0.01645,           0.0096518,           0.0023906,             0.95368,             0.95841,             0.97476,             0.85658,            0.012144,           0.0028529,          6.1363e-05,            0.001156,            0.001156,            0.001156
                 136,            0.016035,           0.0095874,           0.0022724,             0.95429,             0.95832,             0.97484,             0.85648,             0.01212,           0.0028514,          6.0413e-05,             0.00109,             0.00109,             0.00109
                 137,            0.016955,             0.00965,           0.0021267,             0.95416,             0.95805,             0.97484,             0.85681,              0.0121,           0.0028499,          5.9553e-05,            0.001024,            0.001024,            0.001024
                 138,            0.015883,           0.0095239,            0.002183,             0.95438,             0.95805,              0.9749,             0.85703,            0.012083,            0.002849,          5.8597e-05,            0.000958,            0.000958,            0.000958
                 139,            0.016232,           0.0096019,           0.0022315,             0.95469,             0.95821,             0.97493,             0.85712,            0.012063,           0.0028475,           5.767e-05,            0.000892,            0.000892,            0.000892
                 140,            0.016704,           0.0095038,           0.0021441,             0.95453,             0.95988,             0.97519,             0.85755,            0.012043,           0.0028453,          5.6714e-05,            0.000826,            0.000826,            0.000826
                 141,            0.015991,            0.009536,           0.0019096,              0.9546,             0.95994,             0.97523,             0.85799,            0.012018,           0.0028433,          5.5697e-05,             0.00076,             0.00076,             0.00076
                 142,            0.015556,           0.0094207,           0.0018707,             0.95495,             0.96017,             0.97527,             0.85836,            0.011994,           0.0028419,          5.4678e-05,            0.000694,            0.000694,            0.000694
                 143,            0.015422,           0.0093768,           0.0020632,             0.95577,             0.95931,             0.97531,             0.85856,            0.011972,           0.0028406,          5.3575e-05,            0.000628,            0.000628,            0.000628
                 144,            0.016156,           0.0094275,           0.0016944,             0.95551,             0.95873,             0.97535,              0.8589,            0.011951,           0.0028388,          5.2636e-05,            0.000562,            0.000562,            0.000562
                 145,             0.01494,           0.0092605,           0.0018936,             0.95591,              0.9591,              0.9754,             0.85939,            0.011929,           0.0028373,          5.1688e-05,            0.000496,            0.000496,            0.000496
                 146,            0.015418,           0.0091949,             0.00157,              0.9559,              0.9591,             0.97536,             0.85955,            0.011907,           0.0028358,           5.075e-05,             0.00043,             0.00043,             0.00043
                 147,            0.015376,           0.0092778,           0.0017525,             0.95614,             0.95932,             0.97543,             0.85965,            0.011884,           0.0028336,          4.9866e-05,            0.000364,            0.000364,            0.000364
                 148,            0.015529,           0.0091967,           0.0017674,             0.95875,             0.95831,              0.9755,             0.86034,            0.011861,           0.0028312,          4.8976e-05,            0.000298,            0.000298,            0.000298
                 149,            0.014959,           0.0092409,           0.0018565,             0.95846,             0.95882,             0.97551,             0.86035,            0.011838,           0.0028295,          4.7995e-05,            0.000232,            0.000232,            0.000232
